"",,Life,,,,Life,
30,15.4934,.89862,.10138,85,4.7362,.27470,.72530
31,15.4143,.89403,.10597,86,4.4957,.26075,.73925
32,15.3317,.88924,.11076,87,4.2626,.24723,.75277
33,15.2452,.88422,.11578,88,4.0372,.23416,.76584
34,15.1548,.87898,.12102,89,3.8195,.22153,.77847
35,15.0601,.87348,.12652,90,3.6096,.20936,.79064
36,14.9612,.86775,.13225,91,3.4109,.19783,.80217
37,14.8578,.86175,.13825,92,3.2270,.18717,.81283
38,14.7496,.85548,.14452,93,3.0576,.17734,.82266
39,14.6365,.84892,.15108,94,2.8998,.16819,.83181
40,14.5182,.84205,.15795,95,2.7502,.15951,.84049
41,14.3941,.83486,.16514,96,2.6097,.15136,.84864
42,14.2643,.82733,.17267,97,2.4797,.14382,.85618
43,14.1288,.81947,.18053,98,2.3576,.13674,.86326
44,13.9874,.81127,.18873,99,2.2386,.12984,.87016
45,13.8408,.80276,.19724,100,2.1229,.12313,.87687
46,13.6886,.79394,.20606,101,2.0090,.11652,.88348
47,13.5314,.78482,.21518,102,1.8971,.11003,.88997
48,13.3689,.77540,.22460,103,1.7862,.10360,.89640
49,13.2010,.76566,.23434,104,1.6679,.09674,.90326
50,13.0275,.75559,.24441,105,1.5523,.09003,.90997
51,12.8484,.74521,.25479,106,1.4039,.08143,.91857
52,12.6644,.73453,.26547,107,1.2244,.07101,.92899
53,12.4754,.72357,.27643,108,.9462,.05488,.94512
54,12.2817,.71234,.28766,109,.4726,.02741,.97259
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,16.1278,.96767,.03233,55,11.8459,.71075,.28925
1,16.2522,.97513,.02487,56,11.6505,.69903,.30097
2,16.2395,.97437,.02563,57,11.4505,.68703,.31297
3,16.2220,.97332,.02668,58,11.2463,.67478,.32522
4,16.2016,.97209,.02791,59,11.0387,.66232,.33768
5,16.1787,.97072,.02928,60,10.8279,.64967,.35033
6,16.1540,.96924,.03076,61,10.6136,.63682,.36318
7,16.1273,.96764,.03236,62,10.3951,.62371,.37629
8,16.0988,.96593,.03407,63,10.1723,.61034,.38966
9,16.0680,.96408,.03592,64,9.9456,.59674,.40326
10,16.0350,.96210,.03790,65,9.7151,.58291,.41709
11,15.9997,.95998,.04002,66,9.4804,.56882,.43118
12,15.9624,.95774,.04226,67,9.2407,.55444,.44556
13,15.9236,.95542,.04458,68,8.9967,.53980,.46020
14,15.8844,.95306,.04694,69,8.7490,.52494,.47506
15,15.8450,.95070,.04930,70,8.4988,.50993,.49007
16,15.8060,.94836,.05164,71,8.2473,.49484,.50516
17,15.7669,.94601,.05399,72,7.9951,.47971,.52029
18,15.7274,.94364,.05636,73,7.7429,.46457,.53543
19,15.6867,.94120,.05880,74,7.4898,.44939,.55061
20,15.6441,.93865,.06135,75,7.2349,.43409,.56591
21,15.5995,.93597,.06403,76,6.9775,.41865,.58135
22,15.5530,.93318,.06682,77,6.7177,.40306,.59694
23,15.5041,.93025,.06975,78,6.4560,.38736,.61264
24,15.4526,.92716,.07284,79,6.1941,.37164,.62836
25,15.3981,.92389,.07611,80,5.9340,.35604,.64396
26,15.3407,.92044,.07956,81,5.6778,.34067,.65933
27,15.2797,.91678,.08322,82,5.4265,.32559,.67441
28,15.2157,.91294,.08706,83,5.1801,.31081,.68919
29,15.1484,.90891,.09109,84,4.9372,.29623,.70377
30,15.0780,.90468,.09532,85,4.6961,.28177,.71823
31,15.0044,.90026,.09974,86,4.4592,.26755,.73245
32,14.9274,.89565,.10435,87,4.2294,.25376,.74624
33,14.8467,.89080,.10920,88,4.0070,.24042,.75958
34,14.7623,.88574,.11426,89,3.7920,.22752,.77248
35,14.6737,.88042,.11958,90,3.5847,.21508,.78492
36,14.5810,.87486,.12514,91,3.3882,.20329,.79671
37,14.4841,.86904,.13096,92,3.2065,.19239,.80761
38,14.3824,.86295,.13705,93,3.0388,.18233,.81767
39,14.2761,.85656,.14344,94,2.8827,.17296,.82704
40,14.1646,.84987,.15013,95,2.7346,.16408,.83592
41,14.0475,.84285,.15715,96,2.5955,.15573,.84427
42,13.9249,.83550,.16450,97,2.4666,.14800,.85200
43,13.7967,.82780,.17220,98,2.3457,.14074,.85926
44,13.6628,.81977,.18023,99,2.2278,.13367,.86633
45,13.5237,.81142,.18858,100,2.1130,.12678,.87322
46,13.3792,.80275,.19725,101,2.0000,.12000,.88000
47,13.2298,.79379,.20621,102,1.8890,.11334,.88666
48,13.0751,.78451,.21549,103,1.7790,.10674,.89326
49,12.9152,.77491,.22509,104,1.6616,.09969,.90031
50,12.7497,.76498,.23502,105,1.5468,.09281,.90719
51,12.5787,.75472,.24528,106,1.3994,.08396,.91604
52,12.4027,.74416,.25584,107,1.2209,.07325,.92675
53,12.2219,.73331,.26669,108,.9439,.05664,.94336
54,12.0363,.72218,.27782,109,.4717,.02830,.97170
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,15.6396,.96966,.03034,55,11.6165,.72022,.27978
1,15.7615,.97721,.02279,56,11.4290,.70860,.29140
2,15.7505,.97653,.02347,57,11.2366,.69667,.30333
3,15.7349,.97556,.02444,58,11.0402,.68449,.31551
4,15.7165,.97442,.02558,59,10.8403,.67210,.32790
5,15.6959,.97314,.02686,60,10.6371,.65950,.34050
6,15.6734,.97175,.02825,61,10.4304,.64669,.35331
7,15.6491,.97024,.02976,62,10.2195,.63361,.36639
8,15.6231,.96863,.03137,63,10.0041,.62026,.37974
9,15.5950,.96689,.03311,64,9.7849,.60666,.39334
10,15.5646,.96501,.03499,65,9.5617,.59282,.40718
11,15.5322,.96300,.03700,66,9.3342,.57872,.42128
12,15.4978,.96087,.03913,67,9.1017,.56431,.43569
13,15.4621,.95865,.04135,68,8.8648,.54962,.45038
14,15.4259,.95641,.04359,69,8.6240,.53469,.46531
15,15.3897,.95416,.04584,70,8.3806,.51960,.48040
16,15.3538,.95194,.04806,71,8.1357,.50442,.49558
17,15.3180,.94971,.05029,72,7.8900,.48918,.51082
18,15.2818,.94747,.05253,73,7.6440,.47393,.52607
19,15.2445,.94516,.05484,74,7.3970,.45861,.54139
20,15.2054,.94274,.05726,75,7.1480,.44317,.55683
21,15.1644,.94020,.05980,76,6.8963,.42757,.57243
22,15.1217,.93754,.06246,77,6.6421,.41181,.58819
23,15.0767,.93476,.06524,78,6.3858,.39592,.60408
24,15.0292,.93181,.06819,79,6.1290,.37999,.62001
25,14.9789,.92869,.07131,80,5.8738,.36418,.63582
26,14.9258,.92540,.07460,81,5.6222,.34858,.65142
27,14.8693,.92190,.07810,82,5.3753,.33327,.66673
28,14.8099,.91821,.08179,83,5.1331,.31825,.68175
29,14.7474,.91434,.08566,84,4.8940,.30343,.69657
30,14.6819,.91027,.08973,85,4.6567,.28872,.71128
31,14.6133,.90602,.09398,86,4.4232,.27424,.72576
32,14.5415,.90157,.09843,87,4.1966,.26019,.73981
33,14.4661,.89690,.10310,88,3.9772,.24658,.75342
34,14.3872,.89201,.10799,89,3.7649,.23342,.76658
35,14.3042,.88686,.11314,90,3.5600,.22072,.77928
36,14.2174,.88148,.11852,91,3.3659,.20869,.79131
37,14.1264,.87584,.12416,92,3.1861,.19754,.80246
38,14.0308,.86991,.13009,93,3.0203,.18726,.81274
39,13.9307,.86371,.13629,94,2.8658,.17768,.82232
40,13.8256,.85719,.14281,95,2.7192,.16859,.83141
41,13.7151,.85034,.14966,96,2.5813,.16004,.83996
42,13.5993,.84315,.15685,97,2.4537,.15213,.84787
43,13.4779,.83563,.16437,98,2.3339,.14470,.85530
44,13.3510,.82776,.17224,99,2.2170,.13745,.86255
45,13.2190,.81958,.18042,100,2.1033,.13040,.86960
46,13.0817,.81107,.18893,101,1.9911,.12345,.87655
47,12.9396,.80225,.19775,102,1.8810,.11662,.88338
48,12.7923,.79312,.20688,103,1.7719,.10985,.89015
49,12.6399,.78367,.21633,104,1.6553,.10263,.89737
50,12.4819,.77388,.22612,105,1.5414,.09557,.90443
51,12.3185,.76375,.23625,106,1.3949,.08649,.91351
52,12.1502,.75331,.24669,107,1.2175,.07548,.92452
53,11.9771,.74258,.25742,108,.9417,.05839,.94161
54,11.7992,.73155,.26845,109,.4708,.02919,.97081
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,15.1785,.97143,.02857,55,11.3947,.72926,.27074
1,15.2978,.97906,.02094,56,11.2145,.71773,.28227
2,15.2884,.97845,.02155,57,11.0295,.70589,.29411
3,15.2745,.97757,.02243,58,10.8404,.69379,.30621
4,15.2579,.97651,.02349,59,10.6479,.68146,.31854
5,15.2392,.97531,.02469,60,10.4520,.66893,.33107
6,15.2188,.97400,.02600,61,10.2526,.65616,.34384
7,15.1966,.97258,.02742,62,10.0488,.64312,.35688
8,15.1728,.97106,.02894,63,9.8407,.62980,.37020
9,15.1471,.96941,.03059,64,9.6285,.61622,.38378
10,15.1192,.96763,.03237,65,9.4124,.60239,.39761
11,15.0893,.96572,.03428,66,9.1918,.58828,.41172
12,15.0576,.96368,.03632,67,8.9663,.57384,.42616
13,15.0245,.96157,.03843,68,8.7361,.55911,.44089
14,14.9911,.95943,.04057,69,8.5020,.54413,.45587
15,14.9578,.95730,.04270,70,8.2652,.52897,.47103
16,14.9248,.95518,.04482,71,8.0267,.51371,.48629
17,14.8918,.95308,.04692,72,7.7872,.49838,.50162
18,14.8586,.95095,.04905,73,7.5473,.48303,.51697
19,14.8244,.94876,.05124,74,7.3061,.46759,.53241
20,14.7885,.94646,.05354,75,7.0628,.45202,.54798
21,14.7508,.94405,.05595,76,6.8167,.43627,.56373
22,14.7115,.94153,.05847,77,6.5679,.42035,.57965
23,14.6700,.93888,.06112,78,6.3168,.40428,.59572
24,14.6262,.93608,.06392,79,6.0650,.38816,.61184
25,14.5797,.93310,.06690,80,5.8147,.37214,.62786
26,14.5305,.92995,.07005,81,5.5676,.35633,.64367
27,14.4781,.92660,.07340,82,5.3249,.34080,.65920
28,14.4229,.92307,.07693,83,5.0868,.32556,.67444
29,14.3648,.91935,.08065,84,4.8516,.31050,.68950
30,14.3038,.91544,.08456,85,4.6178,.29554,.70446
31,14.2399,.91135,.08865,86,4.3877,.28081,.71919
32,14.1729,.90706,.09294,87,4.1642,.26651,.73349
33,14.1024,.90255,.09745,88,3.9477,.25265,.74735
34,14.0286,.89783,.10217,89,3.7381,.23924,.76076
35,13.9508,.89285,.10715,90,3.5357,.22629,.77371
36,13.8693,.88764,.11236,91,3.3438,.21400,.78600
37,13.7839,.88217,.11783,92,3.1660,.20263,.79737
38,13.6940,.87641,.12359,93,3.0019,.19212,.80788
39,13.5997,.87038,.12962,94,2.8490,.18234,.81766
40,13.5005,.86403,.13597,95,2.7039,.17305,.82695
41,13.3962,.85736,.14264,96,2.5674,.16431,.83569
42,13.2866,.85034,.14966,97,2.4410,.15622,.84378
43,13.1716,.84298,.15702,98,2.3222,.14862,.85138
44,13.0512,.83528,.16472,99,2.2063,.14120,.85880
45,12.9259,.82726,.17274,100,2.0935,.13399,.86601
46,12.7954,.81891,.18109,101,1.9823,.12687,.87313
47,12.6601,.81025,.18975,102,1.8731,.11988,.88012
48,12.5198,.80127,.19873,103,1.7648,.11294,.88706
49,12.3744,.79196,.20804,104,1.6490,.10554,.89446
50,12.2236,.78231,.21769,105,1.5360,.09830,.90170
51,12.0674,.77231,.22769,106,1.3905,.08899,.91101
52,11.9064,.76201,.23799,107,1.2140,.07770,.92230
53,11.7405,.75139,.24861,108,.9395,.06013,.93987
54,11.5700,.74048,.25952,109,.4699,.03008,.96992
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,14.7424,.97300,.02700,55,11.1800,.73788,.26212
1,14.8592,.98071,.01929,56,11.0068,.72645,.27355
2,14.8511,.98017,.01983,57,10.8289,.71471,.28529
3,14.8387,.97935,.02065,58,10.6468,.70269,.29731
4,14.8238,.97837,.02163,59,10.4613,.69044,.30956
5,14.8068,.97725,.02275,60,10.2724,.67798,.32202
6,14.7882,.97602,.02398,61,10.0798,.66527,.33473
7,14.7679,.97468,.02532,62,9.8830,.65228,.34772
8,14.7462,.97325,.02675,63,9.6817,.63899,.36101
9,14.7225,.97168,.02832,64,9.4764,.62544,.37456
10,14.6968,.96999,.03001,65,9.2670,.61162,.38838
11,14.6692,.96817,.03183,66,9.0532,.59751,.40249
12,14.6399,.96623,.03377,67,8.8342,.58306,.41694
13,14.6093,.96421,.03579,68,8.6106,.56830,.43170
14,14.5784,.96217,.03783,69,8.3830,.55328,.44672
15,14.5476,.96014,.03986,70,8.1525,.53806,.46194
16,14.5172,.95813,.04187,71,7.9202,.52273,.47727
17,14.4869,.95613,.04387,72,7.6867,.50732,.49268
18,14.4564,.95412,.04588,73,7.4526,.49187,.50813
19,14.4249,.95204,.04796,74,7.2172,.47633,.52367
20,14.3919,.94987,.05013,75,6.9795,.46064,.53936
21,14.3572,.94758,.05242,76,6.7388,.44476,.55524
22,14.3210,.94518,.05482,77,6.4952,.42868,.57132
23,14.2827,.94266,.05734,78,6.2492,.41245,.58755
24,14.2423,.93999,.06001,79,6.0023,.39615,.60385
25,14.1992,.93715,.06285,80,5.7566,.37993,.62007
26,14.1536,.93414,.06586,81,5.5139,.36392,.63608
27,14.1050,.93093,.06907,82,5.2754,.34818,.65182
28,14.0537,.92754,.07246,83,5.0413,.33272,.66728
29,13.9996,.92397,.07603,84,4.8097,.31744,.68256
30,13.9427,.92022,.07978,85,4.5796,.30225,.69775
31,13.8831,.91628,.08372,86,4.3527,.28728,.71272
32,13.8205,.91215,.08785,87,4.1324,.27274,.72726
33,13.7546,.90780,.09220,88,3.9187,.25863,.74137
34,13.6854,.90324,.09676,89,3.7117,.24497,.75503
35,13.6125,.89843,.10157,90,3.5117,.23177,.76823
36,13.5360,.89338,.10662,91,3.3220,.21925,.78075
37,13.4556,.88807,.11193,92,3.1462,.20765,.79235
38,13.3710,.88249,.11751,93,2.9838,.19693,.80307
39,13.2822,.87662,.12338,94,2.8325,.18694,.81306
40,13.1886,.87045,.12955,95,2.6888,.17746,.82254
41,13.0899,.86394,.13606,96,2.5536,.16853,.83147
42,12.9862,.85709,.14291,97,2.4283,.16027,.83973
43,12.8772,.84990,.15010,98,2.3106,.15250,.84750
44,12.7630,.84236,.15764,99,2.1958,.14492,.85508
45,12.6439,.83450,.16550,100,2.0839,.13754,.86246
46,12.5198,.82630,.17370,101,1.9736,.13026,.86974
47,12.3910,.81780,.18220,102,1.8652,.12311,.87689
48,12.2572,.80898,.19102,103,1.7577,.11601,.88399
49,12.1184,.79982,.20018,104,1.6428,.10843,.89157
50,11.9743,.79031,.20969,105,1.5306,.10102,.89898
51,11.8249,.78045,.21955,106,1.3860,.09148,.90852
52,11.6708,.77027,.22973,107,1.2106,.07990,.92010
53,11.5119,.75978,.24022,108,.9373,.06186,.93814
54,11.3483,.74899,.25101,109,.4690,.03096,.96904
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,14.3295,.97441,.02559,55,10.9722,.74611,.25389
1,14.4438,.98218,.01782,56,10.8056,.73478,.26522
2,14.4368,.98171,.01829,57,10.6344,.72314,.27686
3,14.4258,.98095,.01905,58,10.4591,.71122,.28878
4,14.4123,.98004,.01996,59,10.2802,.69905,.30095
5,14.3969,.97899,.02101,60,10.0979,.68666,.31334
6,14.3799,.97783,.02217,61,9.9120,.67402,.32598
7,14.3614,.97657,.02343,62,9.7218,.66108,.33892
8,14.3414,.97521,.02479,63,9.5271,.64784,.35216
9,14.3196,.97373,.02627,64,9.3283,.63432,.36568
10,14.2959,.97212,.02788,65,9.1254,.62053,.37947
11,14.2704,.97039,.02961,66,8.9180,.60643,.39357
12,14.2432,.96854,.03146,67,8.7054,.59197,.40803
13,14.2148,.96661,.03339,68,8.4881,.57719,.42281
14,14.1862,.96466,.03534,69,8.2668,.56214,.43786
15,14.1577,.96272,.03728,70,8.0424,.54688,.45312
16,14.1296,.96081,.03919,71,7.8161,.53149,.46851
17,14.1017,.95892,.04108,72,7.5884,.51601,.48399
18,14.0736,.95701,.04299,73,7.3600,.50048,.49952
19,14.0447,.95504,.04496,74,7.1301,.48485,.51515
20,14.0143,.95298,.04702,75,6.8978,.46905,.53095
21,13.9824,.95080,.04920,76,6.6623,.45304,.54696
22,13.9489,.94853,.05147,77,6.4238,.43682,.56318
23,13.9136,.94613,.05387,78,6.1828,.42043,.57957
24,13.8762,.94358,.05642,79,5.9406,.40396,.59604
25,13.8363,.94087,.05913,80,5.6995,.38756,.61244
26,13.7940,.93800,.06200,81,5.4611,.37136,.62864
27,13.7488,.93492,.06508,82,5.2268,.35542,.64458
28,13.7011,.93167,.06833,83,4.9964,.33976,.66024
29,13.6507,.92824,.07176,84,4.7686,.32426,.67574
30,13.5976,.92464,.07536,85,4.5418,.30884,.69116
31,13.5419,.92085,.07915,86,4.3183,.29364,.70636
32,13.4834,.91687,.08313,87,4.1009,.27886,.72114
33,13.4217,.91268,.08732,88,3.8900,.26452,.73548
34,13.3569,.90827,.09173,89,3.6857,.25062,.74938
35,13.2885,.90362,.09638,90,3.4880,.23719,.76281
36,13.2166,.89873,.10127,91,3.3004,.22443,.77557
37,13.1410,.89359,.10641,92,3.1265,.21260,.78740
38,13.0613,.88817,.11183,93,2.9659,.20168,.79832
39,12.9774,.88247,.11753,94,2.8161,.19150,.80850
40,12.8890,.87645,.12355,95,2.6738,.18182,.81818
41,12.7957,.87011,.12989,96,2.5399,.17271,.82729
42,12.6975,.86343,.13657,97,2.4158,.16427,.83573
43,12.5942,.85640,.14360,98,2.2992,.15634,.84366
44,12.4857,.84902,.15098,99,2.1853,.14860,.85140
45,12.3724,.84133,.15867,100,2.0744,.14106,.85894
46,12.2543,.83329,.16671,101,1.9650,.13362,.86638
47,12.1316,.82495,.17505,102,1.8574,.12631,.87369
48,12.0040,.81627,.18373,103,1.7507,.11905,.88095
49,11.8715,.80726,.19274,104,1.6367,.11129,.88871
50,11.7338,.79790,.20210,105,1.5253,.10372,.89628
51,11.5908,.78818,.21182,106,1.3816,.09395,.90605
52,11.4432,.77814,.22186,107,1.2072,.08209,.91791
53,11.2908,.76778,.23222,108,.9352,.06359,.93641
54,11.1339,.75710,.24290,109,.4682,.03184,.96816
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,13.9381,.97567,.02433,55,10.7709,.75396,.24604
1,14.0499,.98350,.01650,56,10.6108,.74275,.25725
2,14.0440,.98308,.01692,57,10.4459,.73121,.26879
3,14.0341,.98239,.01761,58,10.2769,.71939,.28061
4,14.0219,.98154,.01846,59,10.1044,.70731,.29269
5,14.0079,.98055,.01945,60,9.9286,.69500,.30500
6,13.9924,.97947,.02053,61,9.7490,.68243,.31757
7,13.9754,.97828,.02172,62,9.5651,.66956,.33044
8,13.9570,.97699,.02301,63,9.3767,.65637,.34363
9,13.9369,.97558,.02442,64,9.1842,.64289,.35711
10,13.9150,.97405,.02595,65,8.9875,.62913,.37087
11,13.8914,.97240,.02760,66,8.7863,.61504,.38496
12,13.8661,.97063,.02937,67,8.5799,.60059,.39941
13,13.8398,.96878,.03122,68,8.3687,.58581,.41419
14,13.8132,.96692,.03308,69,8.1533,.57073,.42927
15,13.7868,.96507,.03493,70,7.9348,.55544,.44456
16,13.7608,.96326,.03674,71,7.7143,.54000,.46000
17,13.7350,.96145,.03855,72,7.4923,.52446,.47554
18,13.7092,.95964,.04036,73,7.2694,.50886,.49114
19,13.6825,.95778,.04222,74,7.0448,.49314,.50686
20,13.6546,.95582,.04418,75,6.8177,.47724,.52276
21,13.6250,.95375,.04625,76,6.5874,.46112,.53888
22,13.5942,.95159,.04841,77,6.3539,.44477,.55523
23,13.5615,.94931,.05069,78,6.1176,.42823,.57177
24,13.5269,.94688,.05312,79,5.8801,.41160,.58840
25,13.4899,.94430,.05570,80,5.6433,.39503,.60497
26,13.4507,.94155,.05845,81,5.4092,.37865,.62135
27,13.4086,.93860,.06140,82,5.1788,.36252,.63748
28,13.3641,.93549,.06451,83,4.9523,.34666,.65334
29,13.3171,.93220,.06780,84,4.7280,.33096,.66904
30,13.2676,.92873,.07127,85,4.5047,.31533,.68467
31,13.2155,.92509,.07491,86,4.2843,.29990,.70010
32,13.1608,.92125,.07875,87,4.0699,.28489,.71511
33,13.1030,.91721,.08279,88,3.8618,.27032,.72968
34,13.0422,.91295,.08705,89,3.6599,.25619,.74381
35,12.9779,.90845,.09155,90,3.4646,.24252,.75748
36,12.9103,.90372,.09628,91,3.2791,.22954,.77046
37,12.8391,.89874,.10126,92,3.1071,.21750,.78250
38,12.7640,.89348,.10652,93,2.9482,.20637,.79363
39,12.6848,.88794,.11206,94,2.7999,.19599,.80401
40,12.6013,.88209,.11791,95,2.6590,.18613,.81387
41,12.5130,.87591,.12409,96,2.5263,.17684,.82316
42,12.4198,.86939,.13061,97,2.4034,.16824,.83176
43,12.3218,.86253,.13747,98,2.2878,.16015,.83985
44,12.2187,.85531,.14469,99,2.1749,.15224,.84776
45,12.1110,.84777,.15223,100,2.0649,.14454,.85546
46,11.9985,.83989,.16011,101,1.9564,.13695,.86305
47,11.8815,.83170,.16830,102,1.8497,.12948,.87052
48,11.7597,.82318,.17682,103,1.7438,.12207,.87793
49,11.6332,.81432,.18568,104,1.6305,.11414,.88586
50,11.5014,.80510,.19490,105,1.5199,.10640,.89360
51,11.3646,.79552,.20448,106,1.3772,.09641,.90359
52,11.2231,.78562,.21438,107,1.2039,.08427,.91573
53,11.0770,.77539,.22461,108,.9330,.06531,.93469
54,10.9263,.76484,.23516,109,.4673,.03271,.96729
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,13.5666,.97679,.02321,55,10.5760,.76147,.23853
1,13.6760,.98467,.01533,56,10.4219,.75037,.24963
2,13.6710,.98431,.01569,57,10.2631,.73894,.26106
3,13.6622,.98368,.01632,58,10.1002,.72722,.27278
4,13.6512,.98288,.01712,59,9.9338,.71523,.28477
5,13.6383,.98196,.01804,60,9.7640,.70301,.29699
6,13.6241,.98094,.01906,61,9.5905,.69052,.30948
7,13.6085,.97981,.02019,62,9.4127,.67771,.32229
8,13.5916,.97860,.02140,63,9.2303,.66458,.33542
9,13.5730,.97726,.02274,64,9.0438,.65116,.34884
10,13.5527,.97580,.02420,65,8.8532,.63743,.36257
11,13.5308,.97422,.02578,66,8.6579,.62337,.37663
12,13.5073,.97252,.02748,67,8.4574,.60893,.39107
13,13.4828,.97076,.02924,68,8.2521,.59415,.40585
14,13.4581,.96898,.03102,69,8.0425,.57906,.42094
15,13.4335,.96721,.03279,70,7.8297,.56374,.43626
16,13.4095,.96548,.03452,71,7.6148,.54826,.45174
17,13.3857,.96377,.03623,72,7.3982,.53267,.46733
18,13.3618,.96205,.03795,73,7.1807,.51701,.48299
19,13.3372,.96028,.03972,74,6.9613,.50121,.49879
20,13.3114,.95842,.04158,75,6.7393,.48523,.51477
21,13.2842,.95646,.04354,76,6.5139,.46900,.53100
22,13.2556,.95441,.04559,77,6.2852,.45253,.54747
23,13.2254,.95223,.04777,78,6.0536,.43586,.56414
24,13.1933,.94992,.05008,79,5.8206,.41908,.58092
25,13.1590,.94745,.05255,80,5.5882,.40235,.59765
26,13.1225,.94482,.05518,81,5.3582,.38579,.61421
27,13.0834,.94200,.05800,82,5.1317,.36948,.63052
28,13.0419,.93902,.06098,83,4.9089,.35344,.64656
29,12.9980,.93586,.06414,84,4.6881,.33754,.66246
30,12.9517,.93252,.06748,85,4.4680,.32170,.67830
31,12.9030,.92902,.07098,86,4.2508,.30606,.69394
32,12.8517,.92532,.07468,87,4.0393,.29083,.70917
33,12.7975,.92142,.07858,88,3.8338,.27604,.72396
34,12.7404,.91731,.08269,89,3.6345,.26168,.73832
35,12.6800,.91296,.08704,90,3.4415,.24779,.75221
36,12.6164,.90838,.09162,91,3.2581,.23458,.76542
37,12.5493,.90355,.09645,92,3.0879,.22233,.77767
38,12.4785,.89845,.10155,93,2.9307,.21101,.78899
39,12.4037,.89307,.10693,94,2.7839,.20044,.79956
40,12.3247,.88738,.11262,95,2.6444,.19039,.80961
41,12.2411,.88136,.11864,96,2.5129,.18093,.81907
42,12.1527,.87500,.12500,97,2.3911,.17216,.82784
43,12.0596,.86829,.13171,98,2.2765,.16391,.83609
44,11.9616,.86124,.13876,99,2.1646,.15585,.84415
45,11.8591,.85385,.14615,100,2.0555,.14800,.85200
46,11.7519,.84613,.15387,101,1.9479,.14025,.85975
47,11.6403,.83810,.16190,102,1.8420,.13262,.86738
48,11.5240,.82973,.17027,103,1.7369,.12506,.87494
49,11.4031,.82102,.17898,104,1.6245,.11696,.88304
50,11.2770,.81195,.18805,105,1.5147,.10906,.89094
51,11.1460,.80251,.19749,106,1.3729,.09885,.90115
52,11.0103,.79274,.20726,107,1.2005,.08644,.91356
53,10.8701,.78265,.21735,108,.9308,.06702,.93298
54,10.7254,.77223,.22777,109,.4664,.03358,.96642
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,13.2136,.97780,.02220,55,10.3871,.76864,.23136
1,13.3207,.98573,.01427,56,10.2387,.75767,.24233
2,13.3165,.98542,.01458,57,10.0858,.74635,.25365
3,13.3086,.98484,.01516,58,9.9287,.73472,.26528
4,13.2986,.98410,.01590,59,9.7681,.72284,.27716
5,13.2869,.98323,.01677,60,9.6041,.71071,.28929
6,13.2739,.98227,.01773,61,9.4365,.69830,.30170
7,13.2595,.98120,.01880,62,9.2644,.68557,.31443
8,13.2439,.98005,.01995,63,9.0879,.67250,.32750
9,13.2267,.97878,.02122,64,8.9072,.65913,.34087
10,13.2078,.97738,.02262,65,8.7223,.64545,.35455
11,13.1874,.97587,.02413,66,8.5327,.63142,.36858
12,13.1655,.97425,.02575,67,8.3380,.61701,.38299
13,13.1427,.97256,.02744,68,8.1383,.60223,.39777
14,13.1197,.97085,.02915,69,7.9343,.58714,.41286
15,13.0968,.96917,.03083,70,7.7270,.57180,.42820
16,13.0745,.96752,.03248,71,7.5175,.55629,.44371
17,13.0525,.96589,.03411,72,7.3062,.54066,.45934
18,13.0305,.96426,.03574,73,7.0938,.52494,.47506
19,13.0078,.96258,.03742,74,6.8795,.50908,.49092
20,12.9839,.96081,.03919,75,6.6624,.49302,.50698
21,12.9587,.95895,.04105,76,6.4418,.47670,.52330
22,12.9323,.95699,.04301,77,6.2178,.46012,.53988
23,12.9044,.95492,.04508,78,5.9908,.44332,.55668
24,12.8746,.95272,.04728,79,5.7622,.42640,.57360
25,12.8427,.95036,.04964,80,5.5340,.40952,.59048
26,12.8087,.94785,.05215,81,5.3080,.39279,.60721
27,12.7722,.94515,.05485,82,5.0853,.37632,.62368
28,12.7335,.94228,.05772,83,4.8661,.36009,.63991
29,12.6925,.93925,.06075,84,4.6487,.34401,.65599
30,12.6492,.93604,.06396,85,4.4320,.32796,.67204
31,12.6036,.93267,.06733,86,4.2177,.31211,.68789
32,12.5555,.92911,.07089,87,4.0091,.29667,.70333
33,12.5047,.92534,.07466,88,3.8063,.28167,.71833
34,12.4510,.92138,.07862,89,3.6094,.26710,.73290
35,12.3942,.91717,.08283,90,3.4186,.25298,.74702
36,12.3343,.91274,.08726,91,3.2373,.23956,.76044
37,12.2711,.90806,.09194,92,3.0690,.22710,.77290
38,12.2041,.90311,.09689,93,2.9133,.21559,.78441
39,12.1335,.89788,.10212,94,2.7680,.20483,.79517
40,12.0587,.89234,.10766,95,2.6298,.19461,.80539
41,11.9794,.88648,.11352,96,2.4996,.18497,.81503
42,11.8956,.88028,.11972,97,2.3789,.17604,.82396
43,11.8071,.87373,.12627,98,2.2654,.16764,.83236
